portfolio_name,date,ticker,position
테스트3_40,2023-08-07,AAPL,0.0
테스트3_40,2023-08-07,AMZN,0.0
테스트3_40,2023-08-07,MSFT,0.0
테스트3_40,2023-08-07,NVDA,0.0
테스트3_40,2023-09-01,AAPL,0.0
테스트3_40,2023-09-01,AMZN,0.0
테스트3_40,2023-09-01,MSFT,0.0
테스트3_40,2023-09-01,NVDA,0.0
테스트3_40,2023-10-04,AAPL,0.0
테스트3_40,2023-10-04,AMZN,0.0
테스트3_40,2023-10-04,MSFT,0.0
테스트3_40,2023-10-04,NVDA,0.0
테스트3_40,2023-11-01,AAPL,0.0
테스트3_40,2023-11-01,AMZN,0.0
테스트3_40,2023-11-01,MSFT,0.0
테스트3_40,2023-11-01,NVDA,0.0
테스트3_40,2023-12-01,AAPL,0.0
테스트3_40,2023-12-01,AMZN,0.0
테스트3_40,2023-12-01,MSFT,0.0
테스트3_40,2023-12-01,NVDA,0.0
테스트3_40,2024-01-02,AAPL,0.0
테스트3_40,2024-01-02,AMZN,0.0
테스트3_40,2024-01-02,MSFT,0.0
테스트3_40,2024-01-02,NVDA,0.0
테스트3_40,2024-02-01,AAPL,0.0
테스트3_40,2024-02-01,AMZN,0.0
테스트3_40,2024-02-01,MSFT,0.0
테스트3_40,2024-02-01,NVDA,0.0
테스트3_40,2024-03-04,AAPL,0.0
테스트3_40,2024-03-04,AMZN,0.0
테스트3_40,2024-03-04,MSFT,0.0
테스트3_40,2024-03-04,NVDA,0.0
테스트3_40,2024-04-01,AAPL,0.0
테스트3_40,2024-04-01,AMZN,0.0
테스트3_40,2024-04-01,MSFT,0.0
테스트3_40,2024-04-01,NVDA,0.0
테스트3_40,2024-05-02,AAPL,0.0
테스트3_40,2024-05-02,AMZN,0.0
테스트3_40,2024-05-02,MSFT,0.0
테스트3_40,2024-05-02,NVDA,0.0
테스트3_40,2024-06-03,AAPL,0.0
테스트3_40,2024-06-03,AMZN,0.0
테스트3_40,2024-06-03,MSFT,0.0
테스트3_40,2024-06-03,NVDA,0.0
테스트3_40,2024-07-01,AAPL,0.0
테스트3_40,2024-07-01,AMZN,0.0
테스트3_40,2024-07-01,MSFT,0.0
테스트3_40,2024-07-01,NVDA,0.0
