Date,Open,High,Low,Close,Volume
2020-03-24,43850.0,46950.0,43050.0,46950.0,49801908
2020-03-25,48950.0,49600.0,47150.0,48650.0,52735922
2020-03-26,49000.0,49300.0,47700.0,47800.0,42185129
2020-03-27,49600.0,49700.0,46850.0,48300.0,39896178
2020-03-30,47050.0,48350.0,46550.0,47850.0,26797395
2020-03-31,48000.0,48500.0,47150.0,47750.0,30654261
2020-04-01,47450.0,47900.0,45800.0,45800.0,27259532
2020-04-02,46200.0,46850.0,45350.0,46800.0,21621076
2020-04-03,47400.0,47600.0,46550.0,47000.0,22784682
2020-04-06,47500.0,48800.0,47250.0,48700.0,23395726
2020-04-07,49650.0,50200.0,49000.0,49600.0,31524034
2020-04-08,49600.0,49750.0,48600.0,48600.0,25010314
2020-04-09,49750.0,49800.0,48700.0,49100.0,22628058
2020-04-10,48950.0,49250.0,48650.0,49250.0,17839111
2020-04-13,48650.0,48900.0,48300.0,48300.0,14431800
2020-04-14,48800.0,49200.0,48300.0,49000.0,14206216
2020-04-16,49350.0,49350.0,48550.0,49000.0,23349760
2020-04-17,50800.0,52000.0,50300.0,51400.0,32041675
2020-04-20,51400.0,51400.0,50000.0,50100.0,21866354
2020-04-21,49400.0,49700.0,48700.0,49250.0,27407543
2020-04-22,48700.0,50000.0,48350.0,49850.0,18613864
2020-04-23,50200.0,50300.0,49500.0,49850.0,18754442
2020-04-24,49650.0,49750.0,49000.0,49350.0,15618347
2020-04-27,49350.0,50000.0,49100.0,49850.0,14049471
2020-04-28,49850.0,50100.0,49300.0,50100.0,16095399
2020-04-29,49900.0,50500.0,49600.0,50000.0,15604533
2020-05-04,48900.0,49100.0,48500.0,48500.0,26083749
2020-05-06,49000.0,49200.0,48500.0,49200.0,18070225
2020-05-07,49200.0,49300.0,48700.0,48800.0,13884411
2020-05-08,49100.0,49350.0,48800.0,48800.0,15319700
2020-05-11,48900.0,49250.0,48300.0,48400.0,16357743
2020-05-12,48400.0,48500.0,47550.0,47900.0,23433590
2020-05-13,47250.0,48550.0,47200.0,48550.0,20223277
2020-05-14,47750.0,48100.0,47650.0,48000.0,19305974
2020-05-15,48400.0,48450.0,47700.0,47850.0,18463118
2020-05-18,47950.0,49100.0,47600.0,48800.0,20481981
2020-05-19,50100.0,50500.0,49700.0,50300.0,25168295
2020-05-20,50000.0,50200.0,49800.0,50000.0,14896899
2020-05-21,50300.0,50400.0,49850.0,49950.0,14949266
2020-05-22,49600.0,49800.0,48600.0,48750.0,19706284
2020-05-25,48750.0,48900.0,48450.0,48850.0,14337913
2020-05-26,48700.0,49450.0,48600.0,49250.0,15127490
2020-05-27,48950.0,50000.0,48800.0,49900.0,19548479
2020-05-28,51100.0,51200.0,49900.0,50400.0,31309318
2020-05-29,50000.0,50700.0,49700.0,50700.0,27596961
2020-06-01,50800.0,51200.0,50600.0,51200.0,16949183
2020-06-02,51000.0,51500.0,50800.0,51400.0,14247933
2020-06-03,51800.0,55000.0,51700.0,54500.0,49257814
2020-06-04,55800.0,57000.0,54600.0,54600.0,40220334
2020-06-05,54400.0,55900.0,54000.0,55500.0,22743629
2020-06-08,56400.0,56500.0,54700.0,54900.0,25634965
2020-06-09,55800.0,56500.0,54400.0,55500.0,23998831
2020-06-10,55100.0,55900.0,54900.0,55400.0,16742493
2020-06-11,54500.0,55100.0,53200.0,54300.0,33815123
2020-06-12,52100.0,52800.0,51500.0,52300.0,26976019
2020-06-15,51400.0,52000.0,49900.0,49900.0,28772921
2020-06-16,51200.0,52100.0,50600.0,52100.0,21808375
2020-06-17,52100.0,52900.0,51300.0,52200.0,26672595
2020-06-18,52200.0,52300.0,51600.0,52300.0,15982926
2020-06-19,52600.0,52900.0,51600.0,52900.0,18157985
2020-06-22,52000.0,52600.0,51800.0,52000.0,13801350
2020-06-23,52500.0,52800.0,51100.0,51400.0,18086152
2020-06-24,51900.0,53900.0,51600.0,52900.0,24519552
2020-06-25,52100.0,53000.0,51900.0,51900.0,18541624
2020-06-26,52800.0,53900.0,52200.0,53300.0,21575360
2020-06-29,52500.0,53200.0,52000.0,52400.0,17776925
2020-06-30,53900.0,53900.0,52800.0,52800.0,21157172
2020-07-01,53400.0,53600.0,52400.0,52600.0,16706143
2020-07-02,52100.0,52900.0,52100.0,52900.0,14142583
2020-07-03,53000.0,53600.0,52700.0,53600.0,11887868
2020-07-06,54000.0,55000.0,53800.0,55000.0,19856623
2020-07-07,55800.0,55900.0,53400.0,53400.0,30760032
2020-07-08,53600.0,53900.0,52900.0,53000.0,19664652
2020-07-09,53200.0,53600.0,52800.0,52800.0,17054850
2020-07-10,53100.0,53200.0,52300.0,52700.0,13714746
2020-07-13,53300.0,53800.0,53100.0,53400.0,12240188
2020-07-14,53700.0,53800.0,53200.0,53800.0,14269484
2020-07-15,54400.0,55000.0,54300.0,54700.0,24051450
2020-07-16,54800.0,54800.0,53800.0,53800.0,16779127
2020-07-17,54200.0,54700.0,54100.0,54400.0,10096174
2020-07-20,54800.0,54800.0,54000.0,54200.0,10507530
2020-07-21,55200.0,55400.0,54800.0,55300.0,18297260
2020-07-22,55300.0,55500.0,54700.0,54700.0,12885057
2020-07-23,54700.0,54700.0,53800.0,54100.0,16214932
2020-07-24,54000.0,54400.0,53700.0,54200.0,10994535
2020-07-27,54300.0,55700.0,54300.0,55600.0,21054421
2020-07-28,57000.0,58800.0,56400.0,58600.0,48431566
2020-07-29,60300.0,60400.0,58600.0,59000.0,36476611
2020-07-30,59700.0,60100.0,59000.0,59000.0,19285354
2020-07-31,59500.0,59600.0,57700.0,57900.0,21943345
2020-08-03,57800.0,57900.0,56700.0,56800.0,21158940
2020-08-04,57200.0,58100.0,57000.0,57300.0,19419694
2020-08-05,57300.0,57500.0,56300.0,56900.0,17739706
2020-08-06,57100.0,58400.0,57100.0,58000.0,21625874
2020-08-07,57900.0,58400.0,57100.0,57500.0,18751717
2020-08-10,57600.0,58300.0,57500.0,57800.0,17774291
2020-08-11,58000.0,59500.0,57800.0,58200.0,24907912
2020-08-12,58200.0,59000.0,57700.0,59000.0,18573934
2020-08-13,59400.0,59600.0,58000.0,58700.0,22089460
2020-08-14,58000.0,58400.0,57700.0,58000.0,15672548
2020-08-18,58900.0,59900.0,58000.0,58400.0,25307825
2020-08-19,59000.0,59200.0,57800.0,57800.0,16930719
2020-08-20,57600.0,57600.0,55300.0,55400.0,30386029
2020-08-21,56200.0,56900.0,55800.0,55900.0,21142288
2020-08-24,55800.0,56600.0,55400.0,56100.0,15055896
2020-08-25,56400.0,56800.0,56100.0,56400.0,14021705
2020-08-26,56400.0,56500.0,55700.0,56400.0,17651593
2020-08-27,56300.0,56300.0,55600.0,55600.0,16196568
2020-08-28,56100.0,56300.0,55400.0,55400.0,14619888
2020-08-31,56000.0,56100.0,54000.0,54000.0,32671367
2020-09-01,54100.0,54800.0,54100.0,54200.0,19363117
2020-09-02,54600.0,55100.0,54100.0,54400.0,16905723
2020-09-03,55600.0,56700.0,55500.0,56400.0,28384920
2020-09-04,55200.0,55800.0,55100.0,55600.0,22139109
2020-09-07,56100.0,57300.0,55800.0,56500.0,18685880
2020-09-08,57400.0,58700.0,57200.0,58700.0,31517520
2020-09-09,58200.0,59300.0,57800.0,58400.0,30597399
2020-09-10,59900.0,60000.0,59100.0,59200.0,29923293
2020-09-11,59300.0,59400.0,58200.0,59000.0,16017098
2020-09-14,60200.0,60800.0,59900.0,60400.0,20648281
2020-09-15,60900.0,61000.0,60500.0,61000.0,17877075
2020-09-16,61100.0,61300.0,60600.0,61000.0,17041444
2020-09-17,60700.0,60800.0,59300.0,59500.0,25108356
2020-09-18,59800.0,59900.0,59100.0,59300.0,18884571
2020-09-21,59100.0,60000.0,59000.0,59200.0,15140387
2020-09-22,59100.0,59700.0,57800.0,58200.0,20830381
2020-09-23,58400.0,58800.0,57400.0,58600.0,20111398
2020-09-24,57700.0,58600.0,57600.0,57800.0,17564020
2020-09-25,57700.0,58200.0,57700.0,57900.0,11444683
2020-09-28,58300.0,58800.0,57900.0,58200.0,12614080
2020-09-29,58300.0,59000.0,58200.0,58200.0,15503563
2020-10-05,57500.0,59200.0,57500.0,58700.0,20228289
2020-10-06,59400.0,59900.0,58700.0,59000.0,14463826
2020-10-07,58700.0,59900.0,58500.0,59900.0,14861838
2020-10-08,60500.0,60700.0,59500.0,59700.0,24589924
2020-10-12,60000.0,60400.0,59900.0,60400.0,16145837
2020-10-13,61000.0,61400.0,60400.0,60900.0,19247631
2020-10-14,61000.0,61100.0,60500.0,60900.0,16086716
2020-10-15,60700.0,60800.0,59700.0,60000.0,17756232
2020-10-16,60000.0,60400.0,59000.0,59500.0,16554190
2020-10-19,59600.0,60200.0,59500.0,60000.0,14474985
2020-10-20,60300.0,60900.0,60100.0,60900.0,19326115
2020-10-21,61200.0,61500.0,60600.0,60900.0,15703443
2020-10-22,60300.0,60500.0,59800.0,60100.0,14294095
2020-10-23,60400.0,60400.0,59800.0,60200.0,9322232
2020-10-26,60400.0,61100.0,60100.0,60400.0,13268226
2020-10-27,60300.0,60300.0,59500.0,59800.0,17260416
2020-10-28,59400.0,59400.0,58800.0,59000.0,14428882
2020-10-29,58200.0,58500.0,57500.0,58100.0,22636966
2020-10-30,58000.0,58000.0,56600.0,56600.0,26907844
2020-11-02,56400.0,57500.0,56000.0,57400.0,20489076
2020-11-03,57900.0,58900.0,57600.0,58800.0,14950919
2020-11-04,58900.0,59000.0,57800.0,58500.0,21718561
2020-11-05,59000.0,60300.0,58800.0,60300.0,20639475
2020-11-06,60700.0,60800.0,59600.0,60100.0,16910230
2020-11-09,60700.0,60900.0,60100.0,60200.0,15892961
2020-11-10,60500.0,60500.0,59500.0,60200.0,19073552
2020-11-11,60700.0,61400.0,60400.0,61300.0,25628510
2020-11-12,61000.0,61400.0,60700.0,61000.0,19800573
2020-11-13,61300.0,63200.0,61000.0,63200.0,31508829
2020-11-16,64000.0,66700.0,63900.0,66300.0,36354334
2020-11-17,67000.0,67000.0,65600.0,65700.0,30204089
2020-11-18,65700.0,66200.0,64700.0,64800.0,22963790
2020-11-19,64100.0,64800.0,63900.0,64600.0,16590290
2020-11-20,63900.0,65200.0,63900.0,64700.0,15068682
2020-11-23,64800.0,67800.0,64700.0,67500.0,27134398
2020-11-24,67900.0,69500.0,67000.0,67700.0,32158235
2020-11-25,67900.0,68300.0,66500.0,66600.0,32447065
2020-11-26,66100.0,68000.0,66000.0,68000.0,19023323
2020-11-27,68000.0,68400.0,67600.0,68200.0,14063434
2020-11-30,68400.0,68600.0,66700.0,66700.0,43811016
2020-12-01,67100.0,68300.0,67100.0,67800.0,22327173
2020-12-02,68400.0,69900.0,68300.0,69500.0,29703942
2020-12-03,70100.0,70500.0,69300.0,69700.0,23677989
2020-12-04,70400.0,72100.0,70100.0,71500.0,28130533
2020-12-07,72400.0,73500.0,71900.0,72900.0,28490496
2020-12-08,72200.0,72900.0,71600.0,71700.0,25000338
2020-12-09,72100.0,73900.0,72000.0,73900.0,24077996
2020-12-10,72700.0,73800.0,72500.0,72900.0,39882928
2020-12-11,73500.0,73800.0,73100.0,73400.0,18486672
2020-12-14,73600.0,74500.0,73200.0,73800.0,21510415
2020-12-15,73800.0,74100.0,73300.0,73800.0,20863671
2020-12-16,74100.0,74500.0,73400.0,73800.0,17512081
2020-12-17,73400.0,73700.0,72600.0,73300.0,24293214
2020-12-18,73300.0,73700.0,73000.0,73000.0,17613029
2020-12-21,73100.0,73400.0,72000.0,73000.0,20367355
2020-12-22,72500.0,73200.0,72100.0,72300.0,16304910
2020-12-23,72400.0,74000.0,72300.0,73900.0,19411326
2020-12-24,74100.0,78800.0,74000.0,77800.0,32502870
2020-12-28,79000.0,80100.0,78200.0,78700.0,40085044
2020-12-29,78800.0,78900.0,77300.0,78300.0,30339449
2020-12-30,77400.0,81300.0,77300.0,81000.0,29417421
2021-01-04,81000.0,84400.0,80200.0,83000.0,38655276
2021-01-05,81600.0,83900.0,81600.0,83900.0,35335669
2021-01-06,83300.0,84500.0,82100.0,82200.0,42089013
2021-01-07,82800.0,84200.0,82700.0,82900.0,32644642
2021-01-08,83300.0,90000.0,83000.0,88800.0,59013307
2021-01-11,90000.0,96800.0,89500.0,91000.0,90306177
2021-01-12,90300.0,91400.0,87800.0,90600.0,48682416
2021-01-13,89800.0,91200.0,89100.0,89700.0,36068848
2021-01-14,88700.0,90000.0,88700.0,89700.0,26393970
2021-01-15,89800.0,91800.0,88000.0,88000.0,33431809
2021-01-18,86600.0,87300.0,84100.0,85000.0,43227951
2021-01-19,84500.0,88000.0,83600.0,87000.0,39895044
2021-01-20,89000.0,89000.0,86500.0,87200.0,25211127
2021-01-21,87500.0,88600.0,86500.0,88100.0,25318011
2021-01-22,89000.0,89700.0,86800.0,86800.0,30861661
2021-01-25,87000.0,89900.0,86300.0,89400.0,27258534
2021-01-26,88800.0,89200.0,86500.0,86700.0,33178936
2021-01-27,86600.0,87700.0,85600.0,85600.0,26423070
2021-01-28,83200.0,85600.0,83200.0,83700.0,31859808
2021-01-29,84500.0,85000.0,82000.0,82000.0,39615978
2021-02-01,81700.0,83400.0,81000.0,83000.0,28046832
2021-02-02,84100.0,86400.0,83700.0,84400.0,26302077
2021-02-03,84800.0,85400.0,83400.0,84600.0,22112205
2021-02-04,83500.0,83800.0,82100.0,82500.0,24171688
2021-02-05,83100.0,84000.0,82500.0,83500.0,18036835
2021-02-08,83800.0,84200.0,83000.0,83000.0,15338765
2021-02-09,84000.0,84800.0,82700.0,82700.0,20898332
2021-02-10,82600.0,82600.0,81600.0,81600.0,23025766
2021-02-15,83800.0,84500.0,83300.0,84200.0,23529706
2021-02-16,84500.0,86000.0,84200.0,84900.0,20483100
2021-02-17,83900.0,84200.0,83000.0,83200.0,18307735
2021-02-18,83200.0,83600.0,82100.0,82100.0,21327683
2021-02-19,82300.0,82800.0,81000.0,82600.0,25880879
2021-02-22,83800.0,84200.0,82200.0,82200.0,25419886
2021-02-23,81200.0,82900.0,81100.0,82000.0,20587314
2021-02-24,81800.0,83600.0,81300.0,82000.0,26807651
2021-02-25,84000.0,85400.0,83000.0,85300.0,34155986
2021-02-26,82800.0,83400.0,82000.0,82500.0,38520800
2021-03-02,85100.0,85300.0,83000.0,83600.0,33498180
2021-03-03,83500.0,84000.0,82800.0,84000.0,19882132
2021-03-04,82600.0,83200.0,82200.0,82400.0,24348331
2021-03-05,81100.0,82600.0,81100.0,82100.0,20508971
2021-03-08,82900.0,83000.0,81600.0,82000.0,17641256
2021-03-09,81400.0,81900.0,80600.0,81400.0,25420764
2021-03-10,82400.0,82500.0,80700.0,80900.0,20038422
2021-03-11,81000.0,82500.0,81000.0,82000.0,23818297
2021-03-12,83100.0,83500.0,82400.0,82800.0,13530573
2021-03-15,82800.0,82900.0,81800.0,81800.0,13735798
2021-03-16,82200.0,83000.0,82100.0,82800.0,12293537
2021-03-17,82800.0,82900.0,82000.0,82300.0,11625146
2021-03-18,82800.0,83800.0,82600.0,82900.0,18585244
2021-03-19,82100.0,82500.0,81800.0,81900.0,15869700
2021-03-22,82000.0,82300.0,81700.0,82000.0,12670506
2021-03-23,82600.0,82900.0,81800.0,81800.0,13299907
2021-03-24,81000.0,81600.0,80700.0,81000.0,17926638
2021-03-25,81000.0,82100.0,80800.0,81200.0,14758826
2021-03-26,81400.0,81600.0,81000.0,81500.0,12845778
2021-03-29,81700.0,81700.0,81000.0,81600.0,14952134
2021-03-30,81600.0,82300.0,81300.0,82200.0,13121698
2021-03-31,82400.0,82700.0,81400.0,81400.0,17240518
2021-04-01,82500.0,83000.0,82000.0,82900.0,18676461
2021-04-02,84000.0,85200.0,83900.0,84800.0,22997538
2021-04-05,85800.0,86000.0,84800.0,85400.0,16255990
2021-04-06,86200.0,86200.0,85100.0,86000.0,19042023
2021-04-07,86100.0,86200.0,85400.0,85600.0,17885538
2021-04-08,85700.0,85700.0,84100.0,84700.0,19244259
2021-04-09,84700.0,84900.0,83400.0,83600.0,18193707
2021-04-12,84100.0,84100.0,83100.0,83200.0,12915282
2021-04-13,83000.0,84500.0,82800.0,84000.0,15238206
2021-04-14,84000.0,84300.0,83400.0,84000.0,13794652
2021-04-15,83700.0,84500.0,83400.0,84100.0,16377412
2021-04-16,84700.0,84700.0,83600.0,83900.0,15429522
2021-04-19,83800.0,84000.0,83300.0,83300.0,15287311
2021-04-20,83300.0,84000.0,83100.0,83900.0,15521965
2021-04-21,83300.0,83500.0,82500.0,82600.0,21636079
2021-04-22,82900.0,83000.0,82400.0,82400.0,13934746
2021-04-23,81900.0,82900.0,81600.0,82800.0,17805080
2021-04-26,82900.0,83500.0,82600.0,83500.0,15489938
2021-04-27,83200.0,83300.0,82500.0,82900.0,12941533
2021-04-28,83200.0,83200.0,82100.0,82100.0,15596759
2021-04-29,82400.0,82500.0,81500.0,81700.0,20000973
2021-04-30,81900.0,82100.0,81500.0,81500.0,18673197
2021-05-03,81000.0,82400.0,81000.0,81700.0,15710336
2021-05-04,81900.0,82600.0,81800.0,82600.0,12532550
2021-05-06,81700.0,82300.0,81700.0,82300.0,17047511
2021-05-07,81800.0,82100.0,81500.0,81900.0,14154882
2021-05-10,82300.0,83500.0,81800.0,83200.0,19385027
2021-05-11,82500.0,82600.0,81100.0,81200.0,28996680
2021-05-12,80800.0,81200.0,79800.0,80000.0,35812268
2021-05-13,78900.0,79600.0,78400.0,78500.0,31490096
2021-05-14,79000.0,80300.0,78900.0,80100.0,16450920
2021-05-17,80800.0,80900.0,79200.0,79600.0,17740855
2021-05-18,79600.0,80000.0,79100.0,79600.0,17494407
2021-05-20,79400.0,79700.0,79100.0,79500.0,16541828
2021-05-21,80100.0,81500.0,79800.0,80100.0,20961714
2021-05-24,80100.0,80400.0,79500.0,79700.0,13398666
2021-05-25,80000.0,80400.0,79800.0,79900.0,13628942
2021-05-26,80400.0,80500.0,79700.0,79800.0,11984359
2021-05-27,80000.0,80000.0,79100.0,79600.0,23198510
2021-05-28,79800.0,80400.0,79400.0,80100.0,12360199
2021-05-31,80300.0,80600.0,79600.0,80500.0,13321324
2021-06-01,80500.0,81300.0,80100.0,80600.0,14058401
2021-06-02,80400.0,81400.0,80300.0,80800.0,16414644
2021-06-03,81300.0,83000.0,81100.0,82800.0,29546007
2021-06-04,82700.0,82700.0,81500.0,82200.0,18112259
2021-06-07,82700.0,82800.0,81600.0,81900.0,16496197
2021-06-08,82300.0,82600.0,81800.0,81900.0,12781226
2021-06-09,81500.0,82000.0,81100.0,81100.0,14908823
2021-06-10,81300.0,81400.0,80900.0,81000.0,17586995
2021-06-11,81200.0,81700.0,80700.0,81000.0,14087962
2021-06-14,80800.0,80900.0,80500.0,80500.0,10550078
2021-06-15,80900.0,81200.0,80600.0,80900.0,10075685
2021-06-16,81500.0,81900.0,81100.0,81800.0,14999855
2021-06-17,81100.0,81300.0,80700.0,80900.0,14007385
2021-06-18,81100.0,81100.0,80500.0,80500.0,14916721
2021-06-21,79700.0,80000.0,79600.0,79900.0,16063340
2021-06-22,80200.0,80300.0,79900.0,80000.0,11773365
2021-06-23,80500.0,80600.0,79900.0,80100.0,13856548
2021-06-24,80400.0,81400.0,80100.0,81200.0,18771080
2021-06-25,81500.0,81900.0,81200.0,81600.0,13481405
2021-06-28,81700.0,82000.0,81600.0,81900.0,11578529
2021-06-29,81900.0,82100.0,80800.0,81000.0,15744317
2021-06-30,81100.0,81400.0,80700.0,80700.0,13288643
2021-07-01,80500.0,80600.0,80000.0,80100.0,13382882
2021-07-02,80000.0,80400.0,79900.0,80000.0,8753097
2021-07-05,80100.0,80800.0,80000.0,80400.0,8330969
2021-07-06,80600.0,81200.0,80500.0,81200.0,12131651
2021-07-07,81200.0,81300.0,80300.0,80800.0,15992202
2021-07-08,81100.0,81200.0,79900.0,79900.0,16660998
2021-07-09,79600.0,79800.0,79000.0,79400.0,22720577
2021-07-12,79900.0,80000.0,79500.0,79700.0,9768108
2021-07-13,80000.0,80200.0,79800.0,79800.0,9863450
2021-07-14,79400.0,79600.0,79100.0,79500.0,11575636
2021-07-15,79800.0,80600.0,79500.0,80600.0,13766279
2021-07-16,80100.0,80100.0,79500.0,79800.0,10859399
2021-07-19,79100.0,79200.0,78800.0,79000.0,13155414
2021-07-20,78500.0,79000.0,78400.0,79000.0,12456646
2021-07-21,79000.0,79100.0,78500.0,78500.0,12355296
2021-07-22,79000.0,79800.0,78900.0,79700.0,12618790
2021-07-23,79700.0,79900.0,79200.0,79300.0,9098910
2021-07-26,79400.0,79500.0,78800.0,78800.0,10040975
2021-07-27,79200.0,79400.0,78500.0,78500.0,11427693
2021-07-28,78300.0,79200.0,78100.0,79200.0,12743417
2021-07-29,78800.0,79400.0,78800.0,79000.0,14360453
2021-07-30,78900.0,78900.0,78500.0,78500.0,13823411
2021-08-02,79200.0,79500.0,78700.0,79300.0,11739124
2021-08-03,79400.0,81400.0,79300.0,81400.0,24339360
2021-08-04,82200.0,83100.0,81800.0,82900.0,25642368
2021-08-05,83300.0,83300.0,82000.0,82100.0,18485469
2021-08-06,81900.0,82500.0,81300.0,81500.0,13342623
2021-08-09,81500.0,82300.0,80900.0,81500.0,15522581
2021-08-10,82300.0,82400.0,80100.0,80200.0,20362639
2021-08-11,79600.0,79800.0,78500.0,78500.0,30241137
2021-08-12,77100.0,78200.0,76900.0,77000.0,42365223
2021-08-13,75800.0,76000.0,74100.0,74400.0,61270643
2021-08-17,74000.0,75100.0,74000.0,74200.0,30944847
2021-08-18,73900.0,74600.0,73100.0,73900.0,29192631
2021-08-19,73500.0,74400.0,73100.0,73100.0,22166298
2021-08-20,73500.0,73900.0,72500.0,72700.0,22364803
2021-08-23,73300.0,74000.0,73000.0,73300.0,19384648
2021-08-24,73900.0,75700.0,73900.0,75600.0,21016913
2021-08-25,76200.0,76600.0,74900.0,75700.0,22319664
2021-08-26,76100.0,76200.0,74600.0,74600.0,16671494
2021-08-27,74300.0,75000.0,73800.0,74300.0,15172748
2021-08-30,75400.0,75500.0,74200.0,74600.0,12686999
2021-08-31,74900.0,76700.0,74300.0,76700.0,24630370
2021-09-01,76700.0,77100.0,75900.0,76800.0,16114775
2021-09-02,76800.0,76800.0,75700.0,76000.0,15347486
2021-09-03,76400.0,76700.0,76000.0,76600.0,12096419
2021-09-06,76800.0,77600.0,76600.0,77300.0,12861180
2021-09-07,77100.0,77100.0,75900.0,76100.0,13239401
2021-09-08,76000.0,76400.0,75600.0,76300.0,11798147
2021-09-09,76400.0,76600.0,75000.0,75300.0,17600770
2021-09-10,75300.0,75600.0,74800.0,75300.0,10103212
2021-09-13,75200.0,76300.0,75100.0,76300.0,11397775
2021-09-14,77100.0,77700.0,76600.0,76600.0,18167057
2021-09-15,77400.0,77400.0,76400.0,77000.0,12829128
2021-09-16,77300.0,77400.0,76100.0,76100.0,13067622
2021-09-17,76300.0,77200.0,75900.0,77200.0,16289502
2021-09-23,77500.0,77600.0,76800.0,77400.0,17055590
2021-09-24,77600.0,77700.0,77100.0,77300.0,12247274
2021-09-27,77300.0,77700.0,77000.0,77700.0,11699798
2021-09-28,77700.0,77800.0,76200.0,76300.0,15406382
2021-09-29,74800.0,75300.0,73800.0,74100.0,23992458
2021-09-30,74300.0,74800.0,73700.0,74100.0,19919361
2021-10-01,73900.0,74000.0,72900.0,73200.0,15803395
2021-10-05,73000.0,73000.0,71400.0,72200.0,24013921
2021-10-06,72600.0,72800.0,71200.0,71300.0,18956962
2021-10-07,71600.0,72100.0,71300.0,71600.0,13683532
2021-10-08,72300.0,72400.0,71500.0,71500.0,14043287
2021-10-12,70700.0,70900.0,68700.0,69000.0,31001484
